areaName,Borough,areaType,Month,Sales_daysOnMarket,Sales_totalInventory,Sales_medianAskingPrice,Sales_priceCutShare,Sales_medianSalesPrice,Sales_recordedSalesVolume,Sales_saleListRatio,Rental_Inventory,Rental_Median_Asking_Rent,Rental_Discount_Share_Rent
Bronx,Bronx,borough,2010-01,,575,165,0.082,310000.0,229,0.909,165,1600.0,0.036
Bronx,Bronx,borough,2010-02,87.0,598,183,0.062,292500.0,216,0.881,183,1600.0,0.027
Bronx,Bronx,borough,2010-03,110.0,632,186,0.062,340000.0,241,0.916,186,1508.0,0.032
Bronx,Bronx,borough,2010-04,90.5,679,154,0.066,321500.0,218,0.897,154,1508.0,0.019
Bronx,Bronx,borough,2010-05,116.5,611,138,0.098,335000.0,251,0.938,138,1600.0,0.0
Bronx,Bronx,borough,2010-06,211.0,611,119,0.079,338737.0,464,0.908,119,1500.0,0.017
Bronx,Bronx,borough,2010-07,87.0,609,107,0.077,310000.0,221,0.887,107,1529.0,0.019
Bronx,Bronx,borough,2010-08,132.0,585,109,0.062,334664.0,226,0.931,109,1600.0,0.037
Bronx,Bronx,borough,2010-09,109.0,581,81,0.059,349950.0,258,0.872,81,1600.0,0.086
Bronx,Bronx,borough,2010-10,140.0,583,97,0.099,303750.0,168,0.881,97,1500.0,0.082
Bronx,Bronx,borough,2010-11,114.0,560,101,0.061,303693.0,188,0.88,101,1600.0,0.02
Bronx,Bronx,borough,2010-12,131.0,549,104,0.067,332400.0,216,0.934,104,1600.0,0.029
Bronx,Bronx,borough,2011-01,123.0,615,117,0.073,337500.0,184,0.929,117,1595.0,0.094
Bronx,Bronx,borough,2011-02,,602,103,0.076,214300.0,258,0.918,103,1550.0,0.049
Bronx,Bronx,borough,2011-03,157.0,678,115,0.096,327000.0,235,0.932,115,1600.0,0.061
Bronx,Bronx,borough,2011-04,159.0,705,123,0.085,300000.0,222,0.894,123,1600.0,0.089
Bronx,Bronx,borough,2011-05,,790,156,0.108,280000.0,233,0.919,156,1498.0,0.071
Bronx,Bronx,borough,2011-06,135.5,817,165,0.102,220592.5,300,0.878,165,1450.0,0.061
Bronx,Bronx,borough,2011-07,98.5,796,166,0.088,320000.0,231,0.885,166,1563.0,0.042
Bronx,Bronx,borough,2011-08,93.0,780,179,0.073,315000.0,225,0.912,179,1500.0,0.084
Bronx,Bronx,borough,2011-09,,724,180,0.094,325000.0,204,0.887,180,1363.0,0.117
Bronx,Bronx,borough,2011-10,,720,188,0.107,309000.0,220,0.893,188,1397.0,0.112
Bronx,Bronx,borough,2011-11,169.0,740,179,0.078,310000.0,195,0.959,179,1399.0,0.089
Bronx,Bronx,borough,2011-12,,709,166,0.058,305000.0,243,0.899,166,1399.0,0.054
Bronx,Bronx,borough,2012-01,123.0,706,181,0.086,275000.0,172,0.875,181,1400.0,0.099
Bronx,Bronx,borough,2012-02,,709,188,0.075,310000.0,219,0.917,188,1550.0,0.053
Bronx,Bronx,borough,2012-03,143.0,750,200,0.108,275000.0,212,0.9,200,1500.0,0.13
Bronx,Bronx,borough,2012-04,176.5,791,195,0.083,325000.0,180,0.924,195,1500.0,0.103
Bronx,Bronx,borough,2012-05,204.0,796,198,0.127,317500.0,246,0.889,198,1475.0,0.086
Bronx,Bronx,borough,2012-06,128.5,796,219,0.088,320000.0,241,0.882,219,1400.0,0.032
Bronx,Bronx,borough,2012-07,134.0,822,247,0.085,310000.0,257,0.907,247,1499.0,0.069
Bronx,Bronx,borough,2012-08,129.0,799,230,0.074,299500.0,248,0.919,230,1500.0,0.091
Bronx,Bronx,borough,2012-09,113.0,791,227,0.101,345000.0,231,0.903,227,1400.0,0.132
Bronx,Bronx,borough,2012-10,169.5,783,284,0.091,329000.0,245,0.922,284,1500.0,0.134
Bronx,Bronx,borough,2012-11,125.0,757,319,0.067,300000.0,211,0.945,319,1600.0,0.082
Bronx,Bronx,borough,2012-12,133.5,732,223,0.059,300000.0,272,0.92,223,1500.0,0.058
Bronx,Bronx,borough,2013-01,175.0,748,208,0.079,311460.0,211,0.95,208,1413.0,0.13
Bronx,Bronx,borough,2013-02,67.0,736,194,0.076,315861.0,225,0.902,194,1423.0,0.113
Bronx,Bronx,borough,2013-03,108.0,793,198,0.071,325928.0,228,0.918,198,1475.0,0.106
Bronx,Bronx,borough,2013-04,204.0,836,217,0.092,310050.0,245,0.936,217,1500.0,0.097
Bronx,Bronx,borough,2013-05,210.0,849,221,0.067,314500.0,232,0.922,221,1575.0,0.09
Bronx,Bronx,borough,2013-06,164.0,867,226,0.108,303632.0,255,0.914,226,1525.0,0.035
Bronx,Bronx,borough,2013-07,149.0,853,251,0.084,305796.0,309,0.924,251,1490.0,0.096
Bronx,Bronx,borough,2013-08,130.0,860,243,0.07,344000.0,271,0.951,243,1575.0,0.107
Bronx,Bronx,borough,2013-09,165.0,843,228,0.085,324150.0,264,0.928,228,1550.0,0.096
Bronx,Bronx,borough,2013-10,139.0,837,230,0.1,300000.0,342,0.939,230,1450.0,0.109
Bronx,Bronx,borough,2013-11,194.0,813,256,0.068,325000.0,279,0.944,256,1499.0,0.09
Bronx,Bronx,borough,2013-12,127.5,777,259,0.055,295590.0,302,0.933,259,1500.0,0.108
Bronx,Bronx,borough,2014-01,143.5,786,273,0.071,330000.0,187,0.935,273,1499.0,0.092
Bronx,Bronx,borough,2014-02,111.0,761,302,0.053,360000.0,218,0.896,302,1550.0,0.06
Bronx,Bronx,borough,2014-03,119.5,815,323,0.069,320000.0,266,0.903,323,1600.0,0.056
Bronx,Bronx,borough,2014-04,162.0,788,319,0.074,290000.0,264,0.949,319,1600.0,0.119
Bronx,Bronx,borough,2014-05,148.0,821,324,0.091,315000.0,279,0.95,324,1600.0,0.083
Bronx,Bronx,borough,2014-06,153.0,794,369,0.091,321250.0,308,0.934,369,1700.0,0.098
Bronx,Bronx,borough,2014-07,181.0,800,493,0.091,330000.0,332,0.94,493,1550.0,0.061
Bronx,Bronx,borough,2014-08,115.0,848,560,0.067,350000.0,298,0.939,560,1500.0,0.077
Bronx,Bronx,borough,2014-09,101.0,840,592,0.077,330500.0,300,0.944,592,1475.0,0.073
Bronx,Bronx,borough,2014-10,70.0,812,577,0.069,334400.0,353,0.952,577,1425.0,0.088
Bronx,Bronx,borough,2014-11,79.5,777,625,0.064,312000.0,281,0.962,625,1450.0,0.053
Bronx,Bronx,borough,2014-12,85.5,731,656,0.052,350000.0,345,0.938,656,1450.0,0.067
Bronx,Bronx,borough,2015-01,114.0,728,674,0.082,347405.0,242,0.94,674,1450.0,0.068
Bronx,Bronx,borough,2015-02,128.0,778,708,0.042,319000.0,252,0.942,708,1475.0,0.068
Bronx,Bronx,borough,2015-03,96.0,831,776,0.057,321925.0,316,0.945,776,1500.0,0.073
Bronx,Bronx,borough,2015-04,90.0,822,736,0.078,307000.0,295,0.939,736,1500.0,0.06
Bronx,Bronx,borough,2015-05,103.0,845,649,0.083,347743.0,303,0.958,649,1499.0,0.048
Bronx,Bronx,borough,2015-06,81.0,891,714,0.09,327500.0,357,0.956,714,1500.0,0.06
Bronx,Bronx,borough,2015-07,115.0,893,785,0.076,328900.0,362,0.943,785,1500.0,0.087
Bronx,Bronx,borough,2015-08,99.0,883,719,0.084,350000.0,363,0.96,719,1600.0,0.075
Bronx,Bronx,borough,2015-09,92.0,850,700,0.08,368000.0,330,0.96,700,1600.0,0.077
Bronx,Bronx,borough,2015-10,81.5,803,776,0.086,353250.0,348,0.967,776,1595.0,0.098
Bronx,Bronx,borough,2015-11,87.0,771,753,0.066,335000.0,337,0.962,753,1600.0,0.097
Bronx,Bronx,borough,2015-12,105.0,693,780,0.042,335500.0,424,0.959,780,1600.0,0.073
Bronx,Bronx,borough,2016-01,139.0,666,830,0.062,360000.0,263,0.962,830,1600.0,0.088
Bronx,Bronx,borough,2016-02,125.0,694,790,0.05,350000.0,258,0.963,790,1600.0,0.085
Bronx,Bronx,borough,2016-03,77.0,721,789,0.058,349500.0,366,0.953,789,1550.0,0.063
Bronx,Bronx,borough,2016-04,67.0,721,716,0.067,360000.0,342,0.955,716,1600.0,0.078
Bronx,Bronx,borough,2016-05,76.5,718,718,0.067,354443.0,342,0.956,718,1635.0,0.053
Bronx,Bronx,borough,2016-06,113.0,725,704,0.087,355825.0,404,0.957,704,1700.0,0.095
Bronx,Bronx,borough,2016-07,79.0,678,712,0.074,360000.0,355,0.962,712,1700.0,0.103
Bronx,Bronx,borough,2016-08,129.0,675,851,0.043,357000.0,372,0.969,851,1700.0,0.113
Bronx,Bronx,borough,2016-09,57.5,686,887,0.06,353050.0,406,0.968,887,1699.0,0.09
Bronx,Bronx,borough,2016-10,112.0,682,876,0.076,375000.0,358,0.971,876,1696.0,0.076
Bronx,Bronx,borough,2016-11,100.5,652,888,0.06,400000.0,335,0.973,888,1650.0,0.083
Bronx,Bronx,borough,2016-12,72.5,622,808,0.034,370000.0,391,0.954,808,1700.0,0.061
Bronx,Bronx,borough,2017-01,108.5,607,888,0.063,360000.0,325,0.958,888,1678.0,0.12
Bronx,Bronx,borough,2017-02,99.0,578,892,0.043,360000.0,337,0.969,892,1675.0,0.089
Bronx,Bronx,borough,2017-03,77.0,640,911,0.048,380000.0,405,0.966,911,1750.0,0.071
Bronx,Bronx,borough,2017-04,67.5,625,870,0.062,375000.0,365,0.959,870,1700.0,0.082
Bronx,Bronx,borough,2017-05,62.0,650,903,0.054,395000.0,379,0.972,903,1725.0,0.095
Bronx,Bronx,borough,2017-06,64.0,837,987,0.055,400000.0,447,0.967,987,1725.0,0.065
Bronx,Bronx,borough,2017-07,89.5,916,932,0.082,400000.0,348,0.971,932,1750.0,0.076
Bronx,Bronx,borough,2017-08,75.0,864,686,0.06,406457.5,434,0.977,686,1750.0,0.102
Bronx,Bronx,borough,2017-09,91.0,711,705,0.072,427940.0,398,0.974,705,1750.0,0.129
Bronx,Bronx,borough,2017-10,111.5,697,774,0.103,397000.0,469,0.97,774,1795.0,0.103
Bronx,Bronx,borough,2017-11,88.5,673,744,0.07,400000.0,423,0.975,744,1787.0,0.113
Bronx,Bronx,borough,2017-12,56.0,605,658,0.053,430000.0,393,0.983,658,1748.0,0.105
Bronx,Bronx,borough,2018-01,110.0,600,677,0.073,415000.0,388,0.977,677,1787.0,0.102
Bronx,Bronx,borough,2018-02,105.0,570,670,0.086,400000.0,351,0.969,670,1800.0,0.121
Bronx,Bronx,borough,2018-03,63.5,635,676,0.052,433200.0,395,0.971,676,1850.0,0.108
Bronx,Bronx,borough,2018-04,61.5,663,690,0.062,390000.0,332,0.967,690,1900.0,0.107
Bronx,Bronx,borough,2018-05,50.0,704,797,0.074,425000.0,411,0.96,797,1900.0,0.108
Bronx,Bronx,borough,2018-06,76.0,739,847,0.095,412000.0,408,0.969,847,1900.0,0.079
Bronx,Bronx,borough,2018-07,63.0,731,934,0.092,425000.0,440,0.99,934,1895.0,0.063
Bronx,Bronx,borough,2018-08,62.0,760,1080,0.084,415000.0,476,0.978,1080,1879.0,0.126
Bronx,Bronx,borough,2018-09,86.0,756,938,0.094,450000.0,397,0.981,938,1900.0,0.129
Bronx,Bronx,borough,2018-10,70.0,765,1131,0.132,430000.0,424,0.973,1131,1900.0,0.121
Bronx,Bronx,borough,2018-11,77.0,749,1077,0.077,450000.0,373,0.986,1077,1849.0,0.139
Bronx,Bronx,borough,2018-12,71.0,708,998,0.058,490000.0,401,0.972,998,1853.0,0.105
Bronx,Bronx,borough,2019-01,108.0,734,1073,0.083,455000.0,315,0.974,1073,1899.0,0.108
Bronx,Bronx,borough,2019-02,82.0,731,1020,0.079,470000.0,342,0.98,1020,1850.0,0.094
Bronx,Bronx,borough,2019-03,84.0,776,1066,0.097,426537.5,392,0.976,1066,1875.0,0.085
Bronx,Bronx,borough,2019-04,65.0,811,1023,0.085,475000.0,358,0.962,1023,1895.0,0.103
Bronx,Bronx,borough,2019-05,62.5,848,1154,0.117,415000.0,413,0.953,1154,1895.0,0.125
Bronx,Bronx,borough,2019-06,72.5,842,1029,0.11,452500.0,326,0.969,1029,1900.0,0.114
Bronx,Bronx,borough,2019-07,66.0,846,1104,0.089,423000.0,403,0.973,1104,1900.0,0.095
Bronx,Bronx,borough,2019-08,77.0,813,1062,0.068,448500.0,380,0.971,1062,1950.0,0.128
Bronx,Bronx,borough,2019-09,76.0,788,1000,0.093,455000.0,366,0.976,1000,2000.0,0.153
Bronx,Bronx,borough,2019-10,93.0,774,899,0.088,470000.0,396,0.976,899,1975.0,0.122
Bronx,Bronx,borough,2019-11,67.0,744,851,0.101,514608.0,334,0.986,851,1950.0,0.146
Bronx,Bronx,borough,2019-12,103.0,683,745,0.047,490000.0,364,0.963,745,1935.0,0.105
Bronx,Bronx,borough,2020-01,74.0,730,731,0.074,459900.0,399,0.947,731,1950.0,0.085
Bronx,Bronx,borough,2020-02,92.0,724,667,0.073,450000.0,325,0.941,667,1980.0,0.081
Bronx,Bronx,borough,2020-03,82.0,662,584,0.057,525000.0,274,0.962,584,1999.0,0.103
Bronx,Bronx,borough,2020-04,86.0,554,443,0.034,540400.0,158,0.945,443,2000.0,0.077
Bronx,Bronx,borough,2020-05,105.0,537,588,0.047,475000.0,166,0.954,588,1995.0,0.07
Bronx,Bronx,borough,2020-06,114.0,580,700,0.052,480000.0,253,0.953,700,1999.0,0.086
Bronx,Bronx,borough,2020-07,118.5,678,800,0.114,481000.0,250,0.943,800,2000.0,0.113
Bronx,Bronx,borough,2020-08,61.0,704,869,0.149,485000.0,207,0.94,869,1995.0,0.128
Bronx,Bronx,borough,2020-09,75.0,735,833,0.14,508000.0,245,0.95,833,1995.0,0.113
Bronx,Bronx,borough,2020-10,82.0,748,819,0.154,500000.0,276,,819,1935.0,0.136
Bronx,Bronx,borough,2020-11,81.0,746,811,0.125,550000.0,284,,811,1910.0,0.086
Bronx,Bronx,borough,2020-12,81.0,725,846,0.08,520000.0,367,,846,1900.0,0.105
Bronx,Bronx,borough,2021-01,119.0,705,902,0.095,520000.0,303,,902,1905.0,0.082
Bronx,Bronx,borough,2021-02,126.0,712,843,0.069,500000.0,313,,843,1949.0,0.069
Bronx,Bronx,borough,2021-03,102.0,739,852,0.097,540000.0,374,,852,1925.0,0.058
Bronx,Bronx,borough,2021-04,89.0,789,840,0.095,496250.0,362,,840,1950.0,0.064
Bronx,Bronx,borough,2021-05,71.0,774,820,0.123,525000.0,341,,820,2000.0,0.072
Bronx,Bronx,borough,2021-06,72.0,793,934,0.135,559587.0,373,,934,2000.0,0.067
Bronx,Bronx,borough,2021-07,84.0,804,971,0.144,552500.0,376,,971,2050.0,0.079
Bronx,Bronx,borough,2021-08,69.5,807,1037,0.121,548000.0,375,,1037,2095.0,0.09
Bronx,Bronx,borough,2021-09,62.0,803,908,0.127,505000.0,324,,908,2038.0,0.075
Bronx,Bronx,borough,2021-10,91.0,807,917,0.136,550000.0,346,,917,2035.0,0.098
Bronx,Bronx,borough,2021-11,82.0,778,934,0.114,585000.0,340,,934,2100.0,0.073
Bronx,Bronx,borough,2021-12,80.0,700,817,0.087,580000.0,453,,817,2100.0,0.064
Bronx,Bronx,borough,2022-01,113.5,674,842,0.096,575500.0,294,,842,2078.0,0.062
Bronx,Bronx,borough,2022-02,107.5,675,896,0.095,575000.0,361,,896,2195.0,0.037
Bronx,Bronx,borough,2022-03,97.0,703,1030,0.129,564638.5,334,,1030,2200.0,0.069
Bronx,Bronx,borough,2022-04,85.0,735,839,0.125,557000.0,333,,839,2150.0,0.075
Bronx,Bronx,borough,2022-05,65.0,785,964,0.154,570000.0,397,,964,2250.0,0.064
Bronx,Bronx,borough,2022-06,78.0,804,938,0.163,605000.0,390,,938,2275.0,0.072
Bronx,Bronx,borough,2022-07,73.0,818,980,0.137,575500.0,316,,980,2300.0,0.083
Bronx,Bronx,borough,2022-08,81.5,817,1011,0.135,600000.0,343,,1011,2300.0,0.068
Bronx,Bronx,borough,2022-09,95.5,804,925,0.15,575000.0,275,1.0,925,2299.0,0.081
Bronx,Bronx,borough,2022-10,91.0,838,960,0.148,,227,0.98,960,2295.0,0.092
Brooklyn,Brooklyn,borough,2010-01,94.0,3177,1820,0.073,465500.0,798,0.933,1820,2200.0,0.102
Brooklyn,Brooklyn,borough,2010-02,122.0,3279,1789,0.057,465000.0,800,0.934,1789,2150.0,0.097
Brooklyn,Brooklyn,borough,2010-03,109.0,3416,1854,0.063,470635.5,948,0.943,1854,2150.0,0.106
Brooklyn,Brooklyn,borough,2010-04,90.0,3732,1856,0.074,456275.0,908,0.937,1856,2150.0,0.099
Brooklyn,Brooklyn,borough,2010-05,62.5,3547,1688,0.084,470000.0,791,0.935,1688,2200.0,0.086
Brooklyn,Brooklyn,borough,2010-06,87.0,3513,1637,0.085,434800.0,1506,0.942,1637,2250.0,0.076
Brooklyn,Brooklyn,borough,2010-07,92.5,3527,1577,0.077,454272.0,885,0.936,1577,2300.0,0.088
Brooklyn,Brooklyn,borough,2010-08,106.0,3456,1581,0.066,490000.0,897,0.934,1581,2300.0,0.071
Brooklyn,Brooklyn,borough,2010-09,105.0,3588,1384,0.096,470000.0,913,0.943,1384,2400.0,0.089
Brooklyn,Brooklyn,borough,2010-10,76.0,3714,1429,0.089,460000.0,864,0.951,1429,2395.0,0.084
Brooklyn,Brooklyn,borough,2010-11,81.0,3798,1563,0.075,441150.0,888,0.958,1563,2200.0,0.084
Brooklyn,Brooklyn,borough,2010-12,83.0,3354,1492,0.047,440000.0,989,0.95,1492,2150.0,0.054
Brooklyn,Brooklyn,borough,2011-01,125.0,3413,1678,0.069,460000.0,903,0.948,1678,2100.0,0.058
Brooklyn,Brooklyn,borough,2011-02,116.0,3424,1798,0.058,466450.0,862,0.943,1798,2000.0,0.047
Brooklyn,Brooklyn,borough,2011-03,117.0,3629,1888,0.078,449000.0,1032,0.95,1888,2100.0,0.065
Brooklyn,Brooklyn,borough,2011-04,95.0,3657,1790,0.077,472708.0,917,0.948,1790,2160.0,0.046
Brooklyn,Brooklyn,borough,2011-05,77.0,3679,1958,0.088,483543.0,970,0.959,1958,2200.0,0.072
Brooklyn,Brooklyn,borough,2011-06,84.0,3727,1993,0.089,480000.0,1131,0.961,1993,2300.0,0.069
Brooklyn,Brooklyn,borough,2011-07,84.0,3514,2097,0.069,505000.0,973,0.956,2097,2350.0,0.072
Brooklyn,Brooklyn,borough,2011-08,97.0,3296,1936,0.062,480000.0,1017,0.956,1936,2400.0,0.077
Brooklyn,Brooklyn,borough,2011-09,135.5,3348,1703,0.097,494466.5,906,0.962,1703,2450.0,0.091
Brooklyn,Brooklyn,borough,2011-10,75.0,3389,1661,0.086,441686.0,762,0.96,1661,2400.0,0.128
Brooklyn,Brooklyn,borough,2011-11,115.0,3272,1661,0.069,465000.0,824,0.953,1661,2400.0,0.13
Brooklyn,Brooklyn,borough,2011-12,94.0,3058,1762,0.044,445000.0,913,0.957,1762,2450.0,0.084
Brooklyn,Brooklyn,borough,2012-01,118.0,3000,1796,0.063,436010.0,804,0.959,1796,2475.0,0.133
Brooklyn,Brooklyn,borough,2012-02,117.0,2927,1905,0.063,475000.0,852,0.949,1905,2450.0,0.117
Brooklyn,Brooklyn,borough,2012-03,63.0,3042,2013,0.067,450000.0,925,0.952,2013,2500.0,0.119
Brooklyn,Brooklyn,borough,2012-04,65.0,3041,2078,0.068,475000.0,862,0.969,2078,2500.0,0.108
Brooklyn,Brooklyn,borough,2012-05,59.5,3027,2289,0.083,475000.0,1025,0.971,2289,2500.0,0.131
Brooklyn,Brooklyn,borough,2012-06,78.0,2859,2524,0.084,520000.0,1154,0.97,2524,2500.0,0.126
Brooklyn,Brooklyn,borough,2012-07,79.0,2679,2592,0.068,500000.0,1073,0.98,2592,2500.0,0.106
Brooklyn,Brooklyn,borough,2012-08,81.5,2524,2555,0.053,510000.0,1148,0.974,2555,2500.0,0.115
Brooklyn,Brooklyn,borough,2012-09,83.0,2550,2458,0.074,530000.0,942,0.966,2458,2650.0,0.111
Brooklyn,Brooklyn,borough,2012-10,43.0,2604,2560,0.069,487000.0,824,0.972,2560,2600.0,0.15
Brooklyn,Brooklyn,borough,2012-11,65.0,2320,2462,0.042,500000.0,861,0.971,2462,2600.0,0.085
Brooklyn,Brooklyn,borough,2012-12,81.0,2084,2472,0.033,525000.0,1194,0.968,2472,2700.0,0.074
Brooklyn,Brooklyn,borough,2013-01,93.0,2159,2730,0.045,497750.0,970,0.978,2730,2500.0,0.122
Brooklyn,Brooklyn,borough,2013-02,72.0,2118,2731,0.041,475000.0,842,0.964,2731,2500.0,0.104
Brooklyn,Brooklyn,borough,2013-03,35.0,2117,2703,0.04,480000.0,977,0.977,2703,2500.0,0.115
Brooklyn,Brooklyn,borough,2013-04,37.0,2330,3031,0.043,486000.0,1008,1.0,3031,2500.0,0.123
Brooklyn,Brooklyn,borough,2013-05,33.0,2494,3276,0.043,500000.0,1182,0.992,3276,2500.0,0.118
Brooklyn,Brooklyn,borough,2013-06,41.0,2371,3360,0.068,505500.0,1265,1.0,3360,2600.0,0.128
Brooklyn,Brooklyn,borough,2013-07,40.0,2196,4046,0.063,544763.0,1312,1.0,4046,2600.0,0.115
Brooklyn,Brooklyn,borough,2013-08,48.0,2116,4466,0.048,544725.0,1384,1.014,4466,2700.0,0.128
Brooklyn,Brooklyn,borough,2013-09,49.0,2160,4333,0.073,520000.0,1071,1.0,4333,2700.0,0.15
Brooklyn,Brooklyn,borough,2013-10,41.0,2388,4915,0.07,525000.0,1307,1.0,4915,2600.0,0.164
Brooklyn,Brooklyn,borough,2013-11,43.0,2211,4855,0.058,499000.0,1061,1.0,4855,2500.0,0.156
Brooklyn,Brooklyn,borough,2013-12,55.0,1924,5210,0.039,535000.0,1206,1.0,5210,2550.0,0.118
Brooklyn,Brooklyn,borough,2014-01,75.5,1987,5696,0.057,530000.0,1091,1.0,5696,2500.0,0.121
Brooklyn,Brooklyn,borough,2014-02,40.5,1995,5570,0.04,525000.0,970,1.0,5570,2500.0,0.117
Brooklyn,Brooklyn,borough,2014-03,38.0,2155,5928,0.052,525000.0,1064,0.994,5928,2500.0,0.125
Brooklyn,Brooklyn,borough,2014-04,33.0,2298,6361,0.065,550000.0,996,1.0,6361,2535.0,0.122
Brooklyn,Brooklyn,borough,2014-05,36.0,2472,6853,0.071,575000.0,1145,1.0,6853,2600.0,0.11
Brooklyn,Brooklyn,borough,2014-06,37.5,2467,7554,0.079,545000.0,1148,1.0,7554,2600.0,0.138
Brooklyn,Brooklyn,borough,2014-07,46.0,2482,8626,0.06,572500.0,1271,1.012,8626,2600.0,0.141
Brooklyn,Brooklyn,borough,2014-08,47.5,2335,9269,0.047,589000.0,1068,1.0,9269,2600.0,0.135
Brooklyn,Brooklyn,borough,2014-09,49.0,2619,9087,0.074,550250.0,1178,1.0,9087,2590.0,0.162
Brooklyn,Brooklyn,borough,2014-10,38.0,2822,8999,0.065,590000.0,1129,1.0,8999,2500.0,0.157
Brooklyn,Brooklyn,borough,2014-11,51.0,2672,9054,0.06,570000.0,955,1.0,9054,2500.0,0.148
Brooklyn,Brooklyn,borough,2014-12,49.5,2494,8833,0.049,590000.0,1194,1.0,8833,2500.0,0.123
Brooklyn,Brooklyn,borough,2015-01,66.5,2573,9385,0.051,647000.0,923,1.0,9385,2500.0,0.127
Brooklyn,Brooklyn,borough,2015-02,45.5,2674,9605,0.049,615000.0,997,0.994,9605,2550.0,0.115
Brooklyn,Brooklyn,borough,2015-03,39.5,2855,10067,0.049,645000.0,1106,1.0,10067,2550.0,0.115
Brooklyn,Brooklyn,borough,2015-04,39.0,3090,10395,0.059,604000.0,984,1.0,10395,2550.0,0.105
Brooklyn,Brooklyn,borough,2015-05,35.0,3206,11128,0.07,642500.0,1040,1.0,11128,2550.0,0.112
Brooklyn,Brooklyn,borough,2015-06,41.0,3248,12379,0.09,635000.0,1267,1.0,12379,2582.0,0.126
Brooklyn,Brooklyn,borough,2015-07,47.0,3137,13244,0.066,670000.0,1279,1.003,13244,2600.0,0.117
Brooklyn,Brooklyn,borough,2015-08,51.0,2952,13454,0.062,635000.0,1229,1.0,13454,2650.0,0.13
Brooklyn,Brooklyn,borough,2015-09,63.0,3234,11786,0.083,657000.0,1103,1.0,11786,2600.0,0.134
Brooklyn,Brooklyn,borough,2015-10,40.0,3475,10996,0.104,646750.0,1136,0.997,10996,2550.0,0.157
Brooklyn,Brooklyn,borough,2015-11,48.0,3265,9773,0.089,650000.0,1001,0.989,9773,2500.0,0.15
Brooklyn,Brooklyn,borough,2015-12,64.0,2934,9058,0.048,665000.0,1102,1.0,9058,2500.0,0.122
Brooklyn,Brooklyn,borough,2016-01,83.5,2848,9558,0.063,680000.0,877,0.997,9558,2590.0,0.129
Brooklyn,Brooklyn,borough,2016-02,58.0,3022,9313,0.062,675000.0,817,0.998,9313,2550.0,0.146
Brooklyn,Brooklyn,borough,2016-03,44.0,3422,10092,0.07,678000.0,1123,0.983,10092,2590.0,0.154
Brooklyn,Brooklyn,borough,2016-04,38.0,3677,10524,0.076,660000.0,908,0.975,10524,2600.0,0.158
Brooklyn,Brooklyn,borough,2016-05,39.0,3797,11947,0.095,678850.0,1086,0.99,11947,2650.0,0.157
Brooklyn,Brooklyn,borough,2016-06,49.0,3921,12755,0.104,675000.0,1212,1.0,12755,2650.0,0.171
Brooklyn,Brooklyn,borough,2016-07,56.0,3712,13360,0.09,700000.0,1000,1.0,13360,2650.0,0.182
Brooklyn,Brooklyn,borough,2016-08,61.5,3547,14136,0.07,712000.0,1223,0.999,14136,2650.0,0.184
Brooklyn,Brooklyn,borough,2016-09,67.0,3842,13148,0.105,719000.0,1206,0.98,13148,2600.0,0.195
Brooklyn,Brooklyn,borough,2016-10,49.0,3975,12138,0.099,700000.0,931,0.983,12138,2599.0,0.208
Brooklyn,Brooklyn,borough,2016-11,60.0,3903,12094,0.091,700000.0,1010,0.986,12094,2500.0,0.211
Brooklyn,Brooklyn,borough,2016-12,69.0,3527,11239,0.05,730000.0,1183,1.0,11239,2500.0,0.171
Brooklyn,Brooklyn,borough,2017-01,84.0,3473,13007,0.071,750000.0,1076,0.978,13007,2500.0,0.177
Brooklyn,Brooklyn,borough,2017-02,78.0,3525,12989,0.062,772500.0,986,0.979,12989,2500.0,0.175
Brooklyn,Brooklyn,borough,2017-03,56.0,3739,14949,0.07,725000.0,1177,0.981,14949,2495.0,0.18
Brooklyn,Brooklyn,borough,2017-04,51.0,3873,15003,0.08,756649.0,980,0.988,15003,2500.0,0.158
Brooklyn,Brooklyn,borough,2017-05,46.0,4255,17115,0.091,750000.0,1113,0.99,17115,2500.0,0.157
Brooklyn,Brooklyn,borough,2017-06,59.0,4405,18871,0.105,791180.0,1383,0.994,18871,2550.0,0.166
Brooklyn,Brooklyn,borough,2017-07,76.0,4401,18828,0.089,794235.0,1113,0.993,18828,2599.0,0.147
Brooklyn,Brooklyn,borough,2017-08,69.0,4280,14277,0.075,765000.0,1356,0.991,14277,2615.0,0.202
Brooklyn,Brooklyn,borough,2017-09,73.5,4368,13033,0.108,760000.0,1066,0.978,13033,2599.0,0.23
Brooklyn,Brooklyn,borough,2017-10,63.0,4501,13423,0.108,733750.0,1040,0.978,13423,2500.0,0.235
Brooklyn,Brooklyn,borough,2017-11,67.0,4362,12324,0.083,743750.0,1034,0.971,12324,2495.0,0.227
Brooklyn,Brooklyn,borough,2017-12,87.0,3824,10794,0.052,770000.0,1029,0.978,10794,2450.0,0.177
Brooklyn,Brooklyn,borough,2018-01,91.0,3892,11766,0.084,780000.0,997,0.973,11766,2450.0,0.191
Brooklyn,Brooklyn,borough,2018-02,75.0,4066,11512,0.074,780000.0,873,0.977,11512,2450.0,0.184
Brooklyn,Brooklyn,borough,2018-03,53.5,4463,12502,0.082,760000.0,972,0.977,12502,2495.0,0.174
